persona_id,trait_name,trait_category,inferred_value,ground_truth_value,similarity_score,confidence,rationale,is_selected,,
persona_026,religion,demographic,Religiously unaffiliated,Other Christian,0.464,0.6,"Browsing shows a strong focus on science, secular philosophy (aeon.co), and public institutions, with a complete absence of religious or spiritual websites.",FALSE,,
persona_026,place of birth,demographic,United States,Massachusetts/MA,0.466,0.8,Long-term residency inferred in Massachusetts and browsing of numerous U.S. government (.gov) and civic sites (aarp.org) make U.S. birth highly likely.,FALSE,,
persona_026,citizenship,demographic,U.S. citizen,Born in the United States,0.615,0.95,"Extensive use of U.S. government websites (cdc.gov, nasa.gov, nia.nih.gov, usa.gov) and participation in U.S.-specific programs (AARP, SilverSneakers).",FALSE,,
persona_026,income,demographic,95000,29900,0.674,0.3,"Estimate for a retired professional with a doctorate living in a high-cost area (Amherst, MA), likely receiving a pension and social security.",FALSE,,
persona_026,education,demographic,Doctorate degree,Bachelor's degree,0.698,0.85,"Visited highly specialized academic and scientific sites (frontiersin.org, sciencedirect.com, pmc.ncbi.nlm.nih.gov) and global policy organizations (worldbank.org, imf.org).",FALSE,,
persona_026,industry category,occupational,Public Health / Higher Education,Education,0.516,0.8,"Inferred from a past career combining interests in nursing (nurse.org), global health (worldbank.org), government health (cdc.gov), and academic research.",FALSE,,
persona_026,occupation category,occupational,Public Health Researcher or Nurse Educator,Retired Teacher,0.435,0.75,Synthesizes the specific combination of advanced scientific research websites and nursing/healthcare-focused domains.,FALSE,,
persona_026,class of worker,occupational,Formerly a government or private not-for-profit employee,Private,0.201,0.7,"The inferred past career in public health research or higher education suggests employment by a university, government agency (like CDC), or NGO (like World Bank).",FALSE,,
persona_026,veteran status,demographic,Non-Veteran,Non-Veteran,1,0.9,"Default assumption based on the complete absence of any military-related domains, benefits sites, or veterans' groups.",FALSE,,
persona_026,marital status,demographic,Married,Married,1,0.4,"Weak evidence from the domain theyardcouple.com, which suggests activities done as a pair.",FALSE,,
persona_026,household type,demographic,"Married couple household, no children of the householder less than 18","Married couple household, no children of the householder less than 18",1,0.7,Based on inferred age (no young children at home) and marital status.,FALSE,,
persona_026,household language,demographic,English only,English only,1,0.99,"All browsed websites are in English, with no indication of multilingual use.",FALSE,,
persona_026,family presence and age,demographic,No related children under 18 in household,No related children,0.663,0.95,The user's inferred age of 68 makes the presence of minor children in the home extremely unlikely.,FALSE,,
persona_026,health insurance,demographic,With health insurance coverage,With health insurance coverage,1,0.99,Inferred age implies Medicare eligibility. Visits to aarp.org and silversneakers.com are strongly correlated with having health insurance.,FALSE,,
persona_026,disability,demographic,With a disability,Mobility issues,0.396,0.9,"Direct evidence from browsing sites for mobility aids (millermobility.com, abilitysuperstore.com).",FALSE,,
persona_026,ideology,psychographic,Progressive,Liberal,0,0.9,"Listens to wbur.org (NPR), browses environmental (earth.org) and internationalist sites (weforum.org, worldbank.org), and lives in a known liberal area (Amherst, MA).",FALSE,,
persona_026,personal time,behavioral,"Gardening, reading, online learning, and attending community meetups.",Spends free time gardening or reading,0.563,0.9,"Direct evidence from visited domains such as davesgarden.com, silentbook.club, meetup.com, and numerous scientific/academic websites.",FALSE,,
persona_026,defining quirks,behavioral,Is an enthusiast of open-source software and technology.,Always wears a brooch,0.175,0.7,"Interest in itsfoss.com (Linux news), discourse.org, and openstreetmap.org is a specific technical interest not typical for this demographic.",FALSE,,
persona_026,detailed job description,occupational,"(Formerly) A public health professor or researcher, specializing in epidemiology or gerontology, who worked on internationally-funded projects.",Retired from teaching in a public school,0.285,0.7,"Synthesizes the unique combination of nursing, aging (nia.nih.gov), high-level science, and global organization (World Bank, IMF) domains.",FALSE,,
persona_026,Big Five - Agreeableness,psychographic,High,Extremely Low,0.455,0.7,"Interest in community building (meetup.com), animal welfare (ifaw.org), and collaborative open-source projects (openstreetmap.org) suggests a cooperative nature.",FALSE,,
persona_026,Big Five - Conscientiousness,psychographic,High,Average,0,0.8,"Shows diligence and organization through hobbies like gardening (almanac.com), home projects (bobvila.com), and sustained focus on complex scientific material.",FALSE,,
persona_026,Big Five - Neuroticism,psychographic,Low,Extremely Low,0.745,0.6,"Proactively engages with health and aging (SilverSneakers, NIA) in an informational, problem-solving way rather than an anxious one. Browsing seems calm and curious.",FALSE,,
persona_026,Big Five - Openness,psychographic,Very High,Average,0.342,0.95,"Demonstrates an exceptionally wide range of interests, from gardening and home life to advanced science, global policy, philosophy (aeon.co), and virtual worlds (secondlife.com).",FALSE,,
persona_028,age,demographic,68,78,0.667,0.85,"Browsing AARP (for 50+), a state retirement system (pers.ms.gov), and sites on health in aging (healthinaging.org) strongly suggest a retired person, likely in their late 60s.",FALSE,,
persona_028,sex,demographic,Female,Female,1,0.9,"Browsing of fashion magazines like InStyle and Marie Claire, along with multiple vintage clothing shops (beyondretro.com, sammydvintage.com) and home-making blogs strongly suggests a female user.",FALSE,,
persona_028,race,demographic,White alone,White alone,1,0.7,"Inferred from the combination of Mississippi location, Italian ancestry indicators (Italian Catholic church sites), and the general demographic profile of retired teachers in that state.",FALSE,,
persona_028,ancestry,demographic,Italian-American,English,0,0.6,"Specific visits to Italian Catholic Church websites (pontificiaparrocchiasantanna.it, banchedati.chiesacattolica.it) alongside US-based Catholic sites suggest an Italian heritage or strong connection.",FALSE,,
persona_028,religion,demographic,Catholic,Catholic,1,0.95,"Multiple visits to Catholic-specific domains including the US Conference of Catholic Bishops (usccb.org), the Catholic Directory, and Italian Catholic church databases.",FALSE,,
persona_028,place of birth,demographic,Mississippi/MS,Mississippi/MS,1,0.75,"Heavy focus on Mississippi-specific sites, including the Public Employees' Retirement System of Mississippi (pers.ms.gov), Mississippi State University Extension, and msfarmcountry.com, suggests deep roots in the state.",FALSE,,
persona_028,income,demographic,65000,18000,0.765,0.4,"Inferred from being a retired public school teacher in Mississippi (pers.ms.gov), likely receiving a pension, combined with browsing of financial news (CNBC, Forbes) suggesting management of other retirement assets or investments.",FALSE,,
persona_028,education,demographic,Master’s degree,"1 or more years of college credit, no degree",0.431,0.8,"Visits to the National Education Association (nea.org) and Education Week (edweek.org) point to a career in education, where a Master's degree is common for long-term teachers.",FALSE,,
persona_028,employment status,occupational,Not in labor force,Not in labor force,1,0.95,"Browsing a state retirement system website (pers.ms.gov), AARP, and sites about aging strongly indicates the person is retired.",FALSE,,
persona_028,industry category,occupational,Educational Services,Retired,0.247,0.9,History of browsing the National Education Association (nea.org) and Education Week (edweek.org) clearly points to a past career in the education industry.,FALSE,,
persona_028,occupation category,occupational,K-12 Teacher,Retired,0.249,0.9,The combination of NEA (teacher's union) and EdWeek (K-12 news source) strongly implies the user was a teacher in the primary or secondary school system.,FALSE,,
persona_028,class of worker,occupational,Retired State Government Employee,Unemployed,0.498,0.9,"The visit to www.pers.ms.gov, the Public Employees' Retirement System of Mississippi, indicates a former public sector employee, likely a public school teacher.",FALSE,,
persona_028,veteran status,demographic,Non-Veteran,Non-Veteran,1,0.8,"There is no evidence of military-related browsing (e.g., VA, military sites). The career path as a public school teacher makes veteran status less likely.",FALSE,,
persona_028,household language,demographic,English only,English only,1,0.9,"The vast majority of sites are in English and are US-centric. While there are Italian sites, they are specific to a hobby/heritage interest (religion) rather than general use.",FALSE,,
persona_028,family presence and age,demographic,No related children under 18,No family,0.553,0.99,"Given the inferred age of 68 and retired status, it is almost certain there are no children under 18 living in the household.",FALSE,,
persona_028,health insurance,demographic,With health insurance coverage,With health insurance coverage,1,0.95,Being a retired public employee (pers.ms.gov) and eligible for AARP implies access to retiree health benefits and Medicare.,FALSE,,
persona_028,ideology,psychographic,Center-Left/Progressive,Conservative,0,0.7,"Membership in the NEA (union, leans left), interest in environmentalism (epa.gov, ifaw.org), and checking media bias (allsides.com) suggest liberal-to-moderate leanings.",FALSE,,
persona_028,political views,psychographic,Democrat,Republican,0,0.65,"The user's interests align with the Democratic party platform: support for public education (NEA), environmental protection, and international cooperation (ifaw.org).",FALSE,,
persona_028,lifestyle,behavioral,Intellectually curious and home-centric,"Quiet and solitary, with a love for nature and literature",0.504,0.8,"Hobbies are largely home-based (gardening, journaling, reading) but show a wide range of intellectual interests from fashion to ancient history to blockchain.",FALSE,,
persona_028,personal time,behavioral,"Tends her garden, reads, writes in a journal, and follows news and fashion.","Spends free time reading, gardening, or attending church activities",0.599,0.85,"Direct evidence of browsing sites for gardening (morningchores.com), journaling (createwritenow.com), fashion (instyle.com), and news/finance (cnbc.com).",FALSE,,
persona_028,mannerisms,behavioral,Thoughtful and detail-oriented.,Often seen with a pair of reading glasses and a book,0.239,0.5,"The behavior of researching media bias (mediabiasfactcheck.com) and deep dives into specific topics (retirement systems, Italian churches) suggests a person who is careful, curious, and values accuracy.",FALSE,,
persona_028,defining quirks,behavioral,Passion for vintage fashion and native plant gardening.,"Has a unique sense of fashion, often wearing vintage clothing",0.407,0.9,"Multiple specific domains visited for both vintage clothing (sammydvintage.com, beyondretro.com) and gardening (bluestem.ca, americangardener.com), indicating these are more than passing interests.",FALSE,,
persona_028,detailed job description,occupational,"Previously a public school teacher in Mississippi, likely for many years, who was an active member of the National Education Association (NEA).",Retired from a career in education,0.549,0.9,"This is a synthesis of strong evidence from pers.ms.gov (MS public employee), nea.org (teacher's union), and edweek.org (education news).",FALSE,,
persona_028,Big Five - Conscientiousness,psychographic,High,Low,0,0.8,"A career as a teacher, paired with proactive research into retirement (pers.ms.gov), health (healthinaging.org), media literacy, and journaling points to an organized, disciplined, and dutiful personality.",FALSE,,
persona_028,Big Five - Extraversion,psychographic,Low,Low,1,0.6,"The primary hobbies identified (gardening, reading, writing) are solitary. Visiting safeandsolo.com also suggests a lifestyle that is not focused on large social gatherings.",FALSE,,
persona_028,Big Five - Neuroticism,psychographic,Low,Extremely Low,0.745,0.5,"Browsing calm.com could indicate stress management, but the overall profile is one of proactive engagement and curiosity rather than anxiety. The user seems to be handling retirement and aging with planning and research.",FALSE,,
persona_028,Big Five - Openness,psychographic,High,Extremely Low,0.455,0.9,"Demonstrates a very broad range of intellectual curiosity, from niche hobbies like vintage clothing and ancient maps to technical topics like blockchain, alongside interests in science, finance, and politics.",FALSE,,
persona_029,age,demographic,34,23,0.633,0.8,"Browsing related to postpartum issues (postpartumva.org) and being a mother (momrewritten.com, corporettemoms.com) to a young child, combined with a seemingly established professional career (worldbank.org, oecd.org), suggests early-to-mid 30s.",FALSE,,
persona_029,sex,demographic,Female,Female,1,1,"Numerous visited domains are explicitly targeted at mothers, such as momrewritten.com, corporettemoms.com, dcmoms.com, and postpartumva.org.",FALSE,,
persona_029,race,demographic,White alone,Black or African American alone,0.552,0.2,"This is a low-confidence demographic assumption. While there is no direct evidence, the combination of a D.C. area policy job, specific Christian church attendance (hopechurchrva.com), and fashion sites (thezoereport.com) makes this a statistically plausible, albeit weak, inference.",FALSE,,
persona_029,ancestry,demographic,American,African,0,0.5,"Browsing U.S. government sites (usda.gov, mass.gov, cdc.gov) and local Virginia/D.C. resources (virginia.org, dcmoms.com, postpartumva.org) suggests U.S. residency and cultural assimilation, though origin could be international given the job.",FALSE,,
persona_029,place of birth,demographic,Massachusetts,Virginia/VA,0,0.1,"Extremely weak inference. The only non-local state government site visited was mass.gov, which could weakly hint at a prior connection or origin, but could also be for work-related comparison.",FALSE,,
persona_029,income,demographic,155000,8000,0.265,0.7,"The combination of a highly specialized profession (inferred from worldbank.org, oecd.org, sciencedirect.com), living in the expensive DC/VA area, and researching premium services like whitehousenannies.com suggests a very high income level.",FALSE,,
persona_029,employment status,occupational,"Civilian employed, at work","Civilian employed, at work",1,0.95,"Domain visits indicate a demanding professional life (worldbank.org, weforum.org), an identity as a working mother (corporettemoms.com), and career management (indeed.com, workawesome.com).",FALSE,,
persona_029,industry category,occupational,"Professional, Scientific, and Technical Services","MED-Residential Care Facilities, Except Skilled Nursing Facilities",0.438,0.85,"Browsing points to a role at a non-governmental or international organization (World Bank, UNICEF, OECD) focused on research, data, and policy analysis, which falls under this category.",FALSE,,
persona_029,occupation category,occupational,Economist or Policy Analyst,HLS-Personal Care Aides,0.193,0.8,"The blend of sites on economics (data.worldbank.org), agriculture (fao.org, agriculturedive.com), and policy (oecd.org, weforum.org) points to a specialized analyst role.",FALSE,,
persona_029,class of worker,occupational,"Employee of a private not-for-profit, tax-exempt, or charitable organization","Employee of a private for-profit company or business, or of an individual, for wages, salary, or commissions",0.809,0.8,"The primary professional websites visited (worldbank.org, unicef.org, weforum.org) are international, non-profit, or quasi-governmental organizations, not private for-profit companies or government agencies.",FALSE,,
persona_029,veteran status,demographic,Non-Veteran,Non-Veteran,1,0.9,There is no indication of military service in the browsing history. This is the default and most statistically likely status.,FALSE,,
persona_029,marital status,demographic,Married,Never married or under 15 years old,0.333,0.85,"The context of having a new child (postpartumva.org), setting up a family life (familydestinationsguide.com), and identifying as a mom (momrewritten.com) strongly suggests a marital partnership.",FALSE,,
persona_029,household type,demographic,"Married-couple household, with related children","Female householder, no spouse/partner present, with children of the householder less than 18",0.588,0.9,"Based on strong evidence of being a mother to a young child (postpartumva.org, parentmap.com) and the inference of being married.",FALSE,,
persona_029,household language,demographic,English only,English only,1,0.95,"All browsed websites are in English, with no indication of multilingual browsing for personal or professional use.",FALSE,,
persona_029,family presence and age,demographic,Has at least one child under 3 years old,With related children under 5 years and 5 to 17 years,0.724,0.95,"The visit to postpartumva.org is a very strong indicator of a recent birth. Many other sites relate to parenting young children (parentmap.com, simplymindfulparenting.com).",FALSE,,
persona_029,health insurance,demographic,With health insurance coverage,With health insurance coverage,1,0.95,"Holds a professional job, is actively seeking mental health services (betterhelp.com, adaa.org), and using childcare services (care.com), all of which are strongly correlated with having health insurance in the U.S.",FALSE,,
persona_029,ideology,psychographic,Liberal/Progressive,Liberal,0,0.7,"Strong interest in international cooperation (worldbank.org, unicef.org, weforum.org), science (nasa.gov, sciencedirect.com), and social support networks (postpartumva.org) aligns with a liberal ideology.",FALSE,,
persona_029,political views,psychographic,Likely Democrat,Democrat,0.798,0.6,"The inferred liberal ideology, combined with residence in the heavily Democratic DC/Virginia metro area and interest in policy, makes this the most likely political affiliation. Visited ballotpedia.org, showing political engagement.",FALSE,,
persona_029,lifestyle,behavioral,Busy working mother,"Busy, Family-oriented",0.632,0.9,"Browsing history is split between a demanding international policy career (worldbank.org) and the challenges of new motherhood (corporettemoms.com, busymomsmartmom.com, postpartumva.org).",FALSE,,
persona_029,personal time,behavioral,"Spends free time on family activities, church, and self-care","Taking care of children, Relaxing at home",0.548,0.7,"Inferred from visits to family destination guides, church websites (hopechurchrva.com), and mental health/lifestyle blogs (betterhelp.com, thezoereport.com).",FALSE,,
persona_029,mannerisms,behavioral,Analytical and data-driven in conversation,Uses expressive hand gestures when talking,0.356,0.6,"The extensive professional browsing of highly technical, data-centric, and academic sources (data.worldbank.org, sciencedirect.com, epdc.org) suggests a mind accustomed to thinking and communicating in these terms.",FALSE,,
persona_029,defining quirks,behavioral,"Passionate about solving global food security, while privately managing new-mom anxiety","Always dresses fashionably, even at work",0.128,0.8,"This captures the primary dichotomy in the browsing history between high-level international agricultural policy work (fao.org, agriculturedive.com) and personal struggles with mental health (adaa.org, postpartumva.org).",FALSE,,
persona_029,detailed job description,occupational,"Researches and analyzes data on agricultural economics and food security for an international development organization, likely contributing to policy papers and reports.","Provides personal care to residents, including bathing, dressing, and feeding",0.241,0.85,"A synthesis of visits to the World Bank, FAO, UNCTAD, agricultural news (agriculturedive.com), and academic publishers (sciencedirect.com, frontiersin.org).",FALSE,,
persona_029,Big Five - Agreeableness,psychographic,High,Extremely High,0.67,0.7,"Works in helping-oriented fields (UNICEF, World Bank), is involved in a church community (hopechurchrva.com), and is seeking to be a better parent (simplymindfulparenting.com), all of which indicate a high degree of agreeableness.",FALSE,,
persona_029,Big Five - Conscientiousness,psychographic,High,Low,0,0.9,Juggling a demanding career that requires precision (evidenced by research sites) while meticulously planning for childcare (whitehousenannies.com) and personal well-being (betterhelp.com) shows strong diligence and organization.,FALSE,,
persona_029,Big Five - Extraversion,psychographic,Average,Average,1,0.5,"Engages in social structures like church and a collaborative work environment, but the bulk of browsing activity (research, reading) is solitary in nature.",FALSE,,
persona_029,Big Five - Openness,psychographic,High,Low,0,0.85,"Demonstrates a clear interest in global affairs (weforum.org), scientific research (nasa.gov, sciencealert.com), data (earthdata.nasa.gov), and new ideas, which are hallmarks of high openness.",FALSE,,
persona_030,occupation category,occupational,Geoscientists,EXT-Surface Mining Machine Operators And Earth Drillers,0.349,0.95,"Numerous domains related to geology (opengeology.org), rockhounding (rockhoundresource.com, rockseeker.com), and professional mining/drilling (canadianminingjournal.com, drillingnerd.com, mshasafetyservices.com).",FALSE,,
persona_030,industry category,occupational,"Mining, Quarrying, and Oil and Gas Extraction",EXT-Nonmetallic Mineral Mining And Quarrying,0.648,0.9,"Visits to sites like canadianminingjournal.com, mshasafetyservices.com (Mine Safety and Health Administration), and mining-international.org indicate a professional connection to the mining industry.",FALSE,,
persona_030,political views,psychographic,Republican,Republican,1,0.85,Direct visits to conservative political sites gopnation.net and a57.foxnews.com.,FALSE,,
persona_030,ideology,psychographic,Conservative,Conservative,1,0.85,"Inferred from visits to Republican-affiliated sites (gopnation.net, foxnews.com) and interest in an extractive industry (mining).",FALSE,,
persona_030,Big Five - Openness,psychographic,High,High,1,0.7,"High Openness from academic curiosity (journals, classcentral.com) and niche hobbies. High Conscientiousness from focus on professional safety (mshasafetyservices.com) and complex processes (uscis.gov). Average Extraversion from using meetup.com but having a solitary hobby. Low Neuroticism from lack of any mental health or stress-related browsing despite dealing with immigration.",FALSE,,
persona_030,Big Five - Conscientiousness,psychographic,High,Low,0,0.7,"High Openness from academic curiosity (journals, classcentral.com) and niche hobbies. High Conscientiousness from focus on professional safety (mshasafetyservices.com) and complex processes (uscis.gov). Average Extraversion from using meetup.com but having a solitary hobby. Low Neuroticism from lack of any mental health or stress-related browsing despite dealing with immigration.",FALSE,,
persona_030,Big Five - Extraversion,psychographic,Average,Average,1,0.7,"High Openness from academic curiosity (journals, classcentral.com) and niche hobbies. High Conscientiousness from focus on professional safety (mshasafetyservices.com) and complex processes (uscis.gov). Average Extraversion from using meetup.com but having a solitary hobby. Low Neuroticism from lack of any mental health or stress-related browsing despite dealing with immigration.",FALSE,,
persona_030,Big Five - Agreeableness,psychographic,Average,Extremely High,0.376,0.7,"High Openness from academic curiosity (journals, classcentral.com) and niche hobbies. High Conscientiousness from focus on professional safety (mshasafetyservices.com) and complex processes (uscis.gov). Average Extraversion from using meetup.com but having a solitary hobby. Low Neuroticism from lack of any mental health or stress-related browsing despite dealing with immigration.",FALSE,,
persona_030,Big Five - Neuroticism,psychographic,Low,Low,1,0.7,"High Openness from academic curiosity (journals, classcentral.com) and niche hobbies. High Conscientiousness from focus on professional safety (mshasafetyservices.com) and complex processes (uscis.gov). Average Extraversion from using meetup.com but having a solitary hobby. Low Neuroticism from lack of any mental health or stress-related browsing despite dealing with immigration.",FALSE,,
persona_030,detailed job description,occupational,"A geoscientist focused on mineral exploration and resource extraction, involving research, fieldwork, and adherence to safety regulations.",Operates machinery to extract minerals and other non-metallic resources,0.584,0.9,"Combines evidence from academic geology sites, practical rockhounding sites, industry journals (canadianminingjournal.com), and safety compliance sites (mshasafetyservices.com).",FALSE,,
persona_030,personal time,behavioral,"Spends free time on outdoor activities like rockhounding, connecting with fellow hobbyists, and professional self-education.",Spends free time hiking or studying geology,0.758,0.85,"Domains like rockhoundingblog.com, howtofindrocks.com, outdooradventuresampler.com, meetup.com, and classcentral.com paint a clear picture of hobbies and personal development.",FALSE,,
persona_030,defining quirks,behavioral,"An avid, almost obsessive, collector of rocks and minerals.",Enjoys collecting rocks and minerals,0.821,0.8,"The sheer number and specificity of rockhounding sites (rockhoundresource.com, rockseeker.com, etc.) suggest it is more than a casual hobby.",FALSE,,
persona_030,employment status,occupational,"Civilian employed, at work","Civilian employed, at work",1,0.8,Deep engagement with professional and industry-specific websites suggests active employment in that field.,FALSE,,
persona_030,lifestyle,behavioral,"Outdoorsy, intellectual, and career-focused.",Active and outdoorsy,0.635,0.75,"A blend of outdoor hobby sites (outdooradventuresampler.com), academic portals (link.springer.com, mdpi.com), and career-specific sites (mshasafetyservices.com).",FALSE,,
persona_030,age,demographic,38,60,0.267,0.4,"Suggests a professionally established individual (based on specialized knowledge) who is old enough to have a master's degree and work experience, but potentially young enough to be relocating for a career.",FALSE,,
persona_030,sex,demographic,Male,Male,1,0.35,"A weak inference based on the statistical predominance of males in the mining and geology fields, combined with a lack of any contradictory evidence.",FALSE,,
persona_030,income,demographic,85000,89000,0.98,0.5,"An estimated salary for a geoscientist with a master's degree, consistent with industry standards, and also browsing real estate (redfin.com).",FALSE,,
persona_030,place of birth,demographic,Outside the United States,Nebraska/NE,0.314,0.9,Inferred from heavy usage of USCIS immigration websites. The specific country is unknown.,FALSE,,
persona_030,religion,demographic,Pagan or Heathen,Pagan,0.823,0.4,"A single, specific visit to pagansofnebraska.weebly.com. While this could be for research, it's the only spiritual indicator present.",FALSE,,
persona_030,class of worker,occupational,Employee of a private for-profit company,"Employee of a private for-profit company or business, or of an individual, for wages, salary, or commissions",0.829,0.6,"The combination of interests in mining journals, safety services, and enterprise software (connectwise.com) points towards working for a private corporation rather than government or being self-employed.",FALSE,,
persona_030,marital status,demographic,Never married,Married,0.661,0.4,"No domains related to partnership, marriage, or children were visited. The profile is consistent with a single individual relocating for work.",FALSE,,
persona_030,household type,demographic,"Male householder, living alone","Married couple household, no children of the householder less than 18",0.564,0.4,"Based on the ""Male"" and ""Never married"" inferences. The visit to redfin.com could be for a single-person dwelling.",FALSE,,
persona_030,mannerisms,behavioral,"Precise and technical in speech, often using geological or mining terminology.",Tends to use mining jargon in everyday conversation,0.597,0.6,"Inferred from the deep dive into technical and academic subjects like opengeology.org, drillingnerd.com, and scientific journals.",FALSE,,
persona_030,race,demographic,White alone,White alone,1,0.25,"A very weak, probabilistic inference based on the combination of a conservative political affiliation (gopnation.net) and interest in the US/Canadian mining industry.",FALSE,,
persona_030,family presence and age,demographic,No own children of the householder under 18 years,No related children,0.545,0.6,"Lack of any browsing related to parenting, schools, or child-related activities.",FALSE,,
persona_030,household language,demographic,English,English only,0.667,0.7,"All browsed domains are in English, including complex government and academic sites, indicating a high level of proficiency required for work and immigration.",FALSE,,
persona_030,ancestry,demographic,European,Irish,0,0.2,"Extremely weak inference based on the ""White alone"" guess and a visit to a Canadian professional journal. This is highly speculative.",FALSE,,
persona_031,age,demographic,38,52,0.533,0.75,"Browsing suggests a mid-career professional: advanced education (online.hbs.edu), business ownership (restaurantowner.com), and researching marriage (marriage.com), which points to an age range of 35-45.",FALSE,,
persona_031,sex,demographic,Female,Female,1,0.6,"Weak evidence, but the combination of specific interests in book clubs (subtleasianbookclub.com), authors (asianamericanauthors.com), cooking blogs (mykoreankitchen.com), and community engagement seems slightly more indicative of female browsing patterns.",FALSE,,
persona_031,race,demographic,Asian,Korean alone,0.508,0.98,"Multiple, strong signals including visits to sites for Asian-American authors, a subtle Asian book club, Korean cultural festivals, and Korean cooking.",FALSE,,
persona_031,religion,demographic,Lutheran Christian,Protestant,0.771,0.9,Direct visits to the official website of the Evangelical Lutheran Church in America (www.elca.org) and Lutheran Services (lutheranservices.org).,FALSE,,
persona_031,citizenship,demographic,Naturalized U.S. Citizen or Permanent Resident,U.S. citizen by naturalization,0.719,0.9,Frequent visits to USCIS and Department of Homeland Security (dhs.gov) websites indicate an ongoing or recent immigration process.,FALSE,,
persona_031,income,demographic,150000,133900,0.919,0.7,"Inferred from signals of business ownership (restaurantowner.com), pursuit of a Harvard Business School education (online.hbs.edu), and use of professional management software, suggesting an upper-middle to high income.",FALSE,,
persona_031,education,demographic,Master's degree,Regular high school diploma,0.439,0.85,"Visits to Harvard Business School Online (online.hbs.edu), UMass (umass.edu), and Harvard Divinity School (bulletin.hds.harvard.edu) indicate a high level of educational attainment or ambition, likely at the graduate level.",FALSE,,
persona_031,employment status,occupational,"Civilian employed, at work","Civilian employed, at work",1,0.9,"Numerous sites related to business ownership, management software (fourth.com, servicechannel.com), and professional development (online.hbs.edu) indicate active employment.",FALSE,,
persona_031,industry category,occupational,Food Services and Drinking Places,ENT-Restaurants And Other Food Services,0.655,0.95,"Very strong evidence from visits to www.restaurantowner.com, www.foodiecoaches.com, and industry-specific management software like www.fourth.com.",FALSE,,
persona_031,occupation category,occupational,Food Service Managers,EAT-First-Line Supervisors Of Food Preparation And Serving Workers,0.719,0.9,"The combination of restaurant industry sites (restaurantowner.com), business education (online.hbs.edu), and management tools (fellow.app) points directly to a management role within that industry.",FALSE,,
persona_031,class of worker,occupational,Self-employed in own incorporated business,State government employee,0.278,0.8,Browsing sites like restaurantowner.com and fastercapital.com (for startups/funding) strongly suggests entrepreneurship or ownership rather than being a standard employee.,FALSE,,
persona_031,veteran status,demographic,Non-Veteran,Non-Veteran,1,0.9,"No domains visited relate to military service, veterans affairs, or defense.",FALSE,,
persona_031,marital status,demographic,Married,Married,1,0.8,Specific research on www.marriage.com and the Institute for Family Studies (ifstudies.org) suggests marriage is a current and relevant topic.,FALSE,,
persona_031,household language,demographic,English and Korean,Asian and Pacific Island languages,0.565,0.9,"Inferred from Korean ancestry and US residency, supported by visits to language-learning sites (storylearning.com, talkpal.ai).",FALSE,,
persona_031,family presence and age,demographic,"Married couple household, no children of the householder under 18",No related children,0.441,0.7,"Inferred as married, but no sites related to parenting, schools, or childcare were visited.",FALSE,,
persona_031,health insurance,demographic,With health insurance coverage,With health insurance coverage,1,0.95,"As a professional business owner in the U.S., having health insurance is extremely likely. Visits to government health sites (cdc.gov, fda.gov) support this.",FALSE,,
persona_031,ideology,psychographic,Progressive / Liberal,Liberal,0.707,0.7,"Interest in environmentalism (theoceancleanup.com), international cooperation (news.un.org), social justice (afsc.org), and left-leaning news (theguardian.com) points towards a progressive worldview.",FALSE,,
persona_031,political views,psychographic,Leans Democrat,Democratic,0.579,0.65,"The combination of environmental, social justice, and internationalist interests aligns more closely with the platform of the Democratic Party in the U.S.",FALSE,,
persona_031,lifestyle,behavioral,"Ambitious, community-oriented, and intellectually curious",Quiet and community-oriented,0.589,0.85,"Profile combines high-ambition career/education pursuits (HBS) with deep engagement in cultural (KORUS festival), faith (ELCA), and volunteer (helpstay.com) communities.",FALSE,,
persona_031,personal time,behavioral,"Spends time on reading, cooking, volunteering, and cultural activities",Spends free time reading or engaging in community activism,0.73,0.9,"Direct evidence of visiting book clubs, cooking blogs, volunteer travel sites (helpstay.com), and Korean cultural festival pages.",FALSE,,
persona_031,mannerisms,behavioral,"Organized and articulate, values efficiency",Constantly adjusts her glasses,0.104,0.7,"Use of professional productivity software like fellow.app (for better meetings) suggests a structured, professional communication style that prioritizes clarity and efficiency.",FALSE,,
persona_031,defining quirks,behavioral,"Deeply interested in the intersection of faith, entrepreneurship, and social impact",Deep love for literature and reading,0.246,0.8,"The unique combination of visiting sites for a specific church (ELCA), faith-at-work philosophy (generouswork.com), social justice (afsc.org), and intense business/startup focus is a distinctive personal trait.",FALSE,,
persona_031,Big Five - Openness,psychographic,High,Average,0,0.95,"Demonstrates a very broad range of interests: business, technology, engineering, religion, international policy, environmental science, language learning, and diverse cultures.",FALSE,,
persona_031,Big Five - Conscientiousness,psychographic,High,Extremely High,0.67,0.9,"Pursuing advanced education from Harvard, using business management and productivity software (fellow.app), and researching industry best practices (restaurantowner.com) indicates a disciplined, organized, and achievement-oriented personality.",FALSE,,
persona_031,Big Five - Extraversion,psychographic,High,Extremely Low,0.455,0.8,"Interest in community events (korusfestival.org), book clubs, and running a customer-facing business (restaurant) all point to a sociable individual who is energized by interaction.",FALSE,,
